,account_type,data_holder,txn_date,transaction_type,txn_count,total_amount_aud,avg_amount_aud
818,mortgage,Bendigo Bank,2026-03-05,debit,1,2502.36,2502.36
819,mortgage,Bendigo Bank,2026-03-06,credit,1,623.81,623.81
820,mortgage,Bendigo Bank,2026-03-07,credit,1,3492.54,3492.54
821,mortgage,Bendigo Bank,2026-03-07,debit,1,97.56,97.56
822,mortgage,Bendigo Bank,2026-03-08,debit,1,4262.27,4262.27
823,mortgage,Bendigo Bank,2026-03-09,debit,1,1937.75,1937.75
824,mortgage,Bendigo Bank,2026-03-10,debit,2,6341.31,3170.65
825,mortgage,Bendigo Bank,2026-03-12,credit,2,3503.87,1751.94
826,mortgage,Bendigo Bank,2026-03-12,debit,1,4037.31,4037.31
827,mortgage,Bendigo Bank,2026-03-13,debit,1,1637.98,1637.98
828,mortgage,Bendigo Bank,2026-03-14,debit,1,1426.91,1426.91
829,mortgage,Bendigo Bank,2026-03-15,credit,2,1469.58,734.79
830,mortgage,Bendigo Bank,2026-03-16,credit,1,1672.99,1672.99
831,mortgage,Bendigo Bank,2026-03-17,debit,1,3190.75,3190.75
832,mortgage,Bendigo Bank,2026-03-18,debit,1,3762.12,3762.12
833,mortgage,Bendigo Bank,2026-03-19,credit,1,4443.37,4443.37
834,mortgage,Bendigo Bank,2026-03-19,debit,1,1556.97,1556.97
835,mortgage,Bendigo Bank,2026-03-20,debit,1,4113.69,4113.69
836,mortgage,Bendigo Bank,2026-03-22,credit,1,188.42,188.42
837,mortgage,Bendigo Bank,2026-03-22,debit,2,7199.15,3599.57
838,mortgage,Bendigo Bank,2026-03-24,debit,1,1164.9,1164.9
839,mortgage,Bendigo Bank,2026-03-25,credit,1,4150.81,4150.81
840,mortgage,Bendigo Bank,2026-03-25,debit,1,3053.23,3053.23
841,mortgage,Bendigo Bank,2026-03-26,debit,1,1476.3,1476.3
842,mortgage,Bendigo Bank,2026-03-27,credit,2,5095.65,2547.82
843,mortgage,Bendigo Bank,2026-03-27,debit,1,192.93,192.93
844,mortgage,Bendigo Bank,2026-03-30,credit,2,1236.02,618.01
845,mortgage,Bendigo Bank,2026-03-30,debit,2,1223.92,611.96
846,mortgage,Bendigo Bank,2026-03-31,debit,1,2959.55,2959.55
847,mortgage,Bendigo Bank,2026-04-01,credit,1,2306.89,2306.89
848,mortgage,Bendigo Bank,2026-04-03,debit,1,448.84,448.84
849,mortgage,Bendigo Bank,2026-04-04,credit,1,329.73,329.73
850,mortgage,Bendigo Bank,2026-04-04,debit,2,5591.0,2795.5
851,mortgage,Bendigo Bank,2026-04-05,credit,2,7756.54,3878.27
852,mortgage,Bendigo Bank,2026-04-05,debit,1,730.65,730.65
853,mortgage,Bendigo Bank,2026-04-07,credit,2,3749.86,1874.93
854,mortgage,Bendigo Bank,2026-04-07,debit,1,239.16,239.16
855,mortgage,Bendigo Bank,2026-04-08,credit,1,4141.85,4141.85
856,mortgage,Bendigo Bank,2026-04-08,debit,1,1061.42,1061.42
857,mortgage,Bendigo Bank,2026-04-09,debit,1,3023.23,3023.23
858,mortgage,Bendigo Bank,2026-04-10,credit,1,2649.68,2649.68
859,mortgage,Bendigo Bank,2026-04-10,debit,1,3779.68,3779.68
860,mortgage,Bendigo Bank,2026-04-11,credit,1,2423.16,2423.16
861,mortgage,Bendigo Bank,2026-04-12,credit,2,4234.74,2117.37
862,mortgage,Bendigo Bank,2026-04-13,credit,3,8689.13,2896.38
863,mortgage,Bendigo Bank,2026-04-13,debit,2,6624.76,3312.38
864,mortgage,Bendigo Bank,2026-04-14,credit,1,146.65,146.65
865,mortgage,Bendigo Bank,2026-04-14,debit,1,3856.34,3856.34
866,mortgage,Bendigo Bank,2026-04-16,credit,2,6535.94,3267.97
867,mortgage,Bendigo Bank,2026-04-17,debit,2,5149.4,2574.7
868,mortgage,Bendigo Bank,2026-04-18,debit,2,6998.37,3499.19
869,mortgage,Bendigo Bank,2026-04-19,credit,1,3328.56,3328.56
870,mortgage,Bendigo Bank,2026-04-19,debit,2,2981.78,1490.89
871,mortgage,Commonwealth Bank,2026-01-19,debit,1,2974.28,2974.28
872,mortgage,Commonwealth Bank,2026-01-20,debit,1,2970.83,2970.83
873,mortgage,Commonwealth Bank,2026-01-21,debit,1,2631.32,2631.32
874,mortgage,Commonwealth Bank,2026-01-22,credit,2,3935.96,1967.98
875,mortgage,Commonwealth Bank,2026-01-24,credit,1,3014.76,3014.76
876,mortgage,Commonwealth Bank,2026-01-25,credit,1,2808.87,2808.87
877,mortgage,Commonwealth Bank,2026-01-26,credit,2,4483.54,2241.77
878,mortgage,Commonwealth Bank,2026-01-27,credit,1,1135.57,1135.57
879,mortgage,Commonwealth Bank,2026-01-28,debit,2,8420.16,4210.08
880,mortgage,Commonwealth Bank,2026-01-29,credit,1,3322.42,3322.42
881,mortgage,Commonwealth Bank,2026-01-29,debit,2,3772.73,1886.37
882,mortgage,Commonwealth Bank,2026-01-31,credit,1,3152.3,3152.3
883,mortgage,Commonwealth Bank,2026-02-01,credit,1,2499.36,2499.36
884,mortgage,Commonwealth Bank,2026-02-01,debit,3,4219.17,1406.39
885,mortgage,Commonwealth Bank,2026-02-02,debit,1,1771.7,1771.7
886,mortgage,Commonwealth Bank,2026-02-03,credit,2,6275.54,3137.77
887,mortgage,Commonwealth Bank,2026-02-04,credit,1,502.95,502.95
888,mortgage,Commonwealth Bank,2026-02-04,debit,1,227.77,227.77
889,mortgage,Commonwealth Bank,2026-02-05,debit,1,3504.32,3504.32
890,mortgage,Commonwealth Bank,2026-02-10,debit,1,186.39,186.39
891,mortgage,Commonwealth Bank,2026-02-11,debit,1,2841.98,2841.98
892,mortgage,Commonwealth Bank,2026-02-13,credit,1,439.68,439.68
893,mortgage,Commonwealth Bank,2026-02-13,debit,1,2142.98,2142.98
894,mortgage,Commonwealth Bank,2026-02-14,debit,1,432.36,432.36
895,mortgage,Commonwealth Bank,2026-02-15,debit,1,2751.78,2751.78
896,mortgage,Commonwealth Bank,2026-02-16,debit,1,2153.66,2153.66
897,mortgage,Commonwealth Bank,2026-02-17,debit,1,656.29,656.29
898,mortgage,Commonwealth Bank,2026-02-19,debit,1,185.35,185.35
899,mortgage,Commonwealth Bank,2026-02-21,debit,1,1271.01,1271.01
900,mortgage,Commonwealth Bank,2026-02-22,credit,1,17.02,17.02
901,mortgage,Commonwealth Bank,2026-02-23,debit,1,1246.36,1246.36
902,mortgage,Commonwealth Bank,2026-02-24,debit,1,854.66,854.66
903,mortgage,Commonwealth Bank,2026-02-25,debit,1,530.32,530.32
904,mortgage,Commonwealth Bank,2026-02-27,debit,1,3361.33,3361.33
905,mortgage,Commonwealth Bank,2026-02-28,debit,2,6071.91,3035.95
906,mortgage,Commonwealth Bank,2026-03-01,credit,1,2424.96,2424.96
907,mortgage,Commonwealth Bank,2026-03-01,debit,1,891.42,891.42
908,mortgage,Commonwealth Bank,2026-03-02,debit,1,1233.08,1233.08
909,mortgage,Commonwealth Bank,2026-03-04,debit,1,3549.28,3549.28
910,mortgage,Commonwealth Bank,2026-03-05,credit,1,2743.82,2743.82
911,mortgage,Commonwealth Bank,2026-03-07,credit,1,147.64,147.64
912,mortgage,Commonwealth Bank,2026-03-07,debit,1,781.95,781.95
913,mortgage,Commonwealth Bank,2026-03-08,debit,1,4486.55,4486.55
914,mortgage,Commonwealth Bank,2026-03-10,credit,1,524.53,524.53
915,mortgage,Commonwealth Bank,2026-03-10,debit,1,2395.29,2395.29
916,mortgage,Commonwealth Bank,2026-03-11,credit,1,1782.85,1782.85
917,mortgage,Commonwealth Bank,2026-03-11,debit,1,640.92,640.92
918,mortgage,Commonwealth Bank,2026-03-14,debit,1,3684.18,3684.18
919,mortgage,Commonwealth Bank,2026-03-15,credit,2,4606.86,2303.43
920,mortgage,Commonwealth Bank,2026-03-15,debit,2,634.17,317.09
921,mortgage,Commonwealth Bank,2026-03-16,credit,1,874.58,874.58
922,mortgage,Commonwealth Bank,2026-03-19,credit,1,4219.27,4219.27
923,mortgage,Commonwealth Bank,2026-03-20,credit,1,2178.02,2178.02
924,mortgage,Commonwealth Bank,2026-03-22,credit,2,4697.55,2348.78
925,mortgage,Commonwealth Bank,2026-03-22,debit,1,663.16,663.16
926,mortgage,Commonwealth Bank,2026-03-23,debit,1,269.15,269.15
927,mortgage,Commonwealth Bank,2026-03-24,credit,1,3686.38,3686.38
928,mortgage,Commonwealth Bank,2026-03-24,debit,1,3438.34,3438.34
929,mortgage,Commonwealth Bank,2026-03-27,credit,1,1016.28,1016.28
930,mortgage,Commonwealth Bank,2026-03-28,debit,1,3320.49,3320.49
931,mortgage,Commonwealth Bank,2026-03-29,debit,1,628.21,628.21
932,mortgage,Commonwealth Bank,2026-03-30,credit,2,4988.61,2494.31
933,mortgage,Commonwealth Bank,2026-04-01,credit,1,3244.93,3244.93
934,mortgage,Commonwealth Bank,2026-04-02,credit,1,3450.18,3450.18
935,mortgage,Commonwealth Bank,2026-04-03,debit,1,3247.95,3247.95
936,mortgage,Commonwealth Bank,2026-04-05,debit,1,2827.14,2827.14
937,mortgage,Commonwealth Bank,2026-04-06,debit,3,5748.55,1916.18
938,mortgage,Commonwealth Bank,2026-04-08,credit,1,2366.45,2366.45
939,mortgage,Commonwealth Bank,2026-04-11,debit,2,4593.38,2296.69
940,mortgage,Commonwealth Bank,2026-04-12,debit,1,4249.09,4249.09
941,mortgage,Commonwealth Bank,2026-04-13,debit,1,447.33,447.33
942,mortgage,Commonwealth Bank,2026-04-15,credit,1,1944.62,1944.62
943,mortgage,Commonwealth Bank,2026-04-16,debit,1,671.31,671.31
944,mortgage,Commonwealth Bank,2026-04-17,credit,2,8029.39,4014.69
945,mortgage,Commonwealth Bank,2026-04-18,credit,1,943.98,943.98
946,mortgage,Commonwealth Bank,2026-04-18,debit,1,4080.94,4080.94
947,mortgage,ING Australia,2026-01-19,credit,1,3503.71,3503.71
948,mortgage,ING Australia,2026-01-20,debit,1,1304.32,1304.32
949,mortgage,ING Australia,2026-01-21,credit,3,4290.56,1430.19
950,mortgage,ING Australia,2026-01-22,credit,1,1932.1,1932.1
951,mortgage,ING Australia,2026-01-23,debit,1,4037.8,4037.8
952,mortgage,ING Australia,2026-01-24,credit,1,176.57,176.57
953,mortgage,ING Australia,2026-01-24,debit,2,3687.16,1843.58
954,mortgage,ING Australia,2026-01-25,credit,1,3279.35,3279.35
955,mortgage,ING Australia,2026-01-26,credit,1,871.47,871.47
956,mortgage,ING Australia,2026-01-27,credit,1,130.1,130.1
957,mortgage,ING Australia,2026-01-27,debit,3,9312.95,3104.32
958,mortgage,ING Australia,2026-01-28,credit,3,5217.98,1739.33
959,mortgage,ING Australia,2026-01-29,debit,1,2340.78,2340.78
960,mortgage,ING Australia,2026-01-30,debit,5,5564.94,1112.99
961,mortgage,ING Australia,2026-01-31,credit,1,4333.98,4333.98
962,mortgage,ING Australia,2026-01-31,debit,3,11111.52,3703.84
963,mortgage,ING Australia,2026-02-01,credit,1,1202.99,1202.99
964,mortgage,ING Australia,2026-02-01,debit,2,6981.89,3490.94
965,mortgage,ING Australia,2026-02-02,credit,3,4727.44,1575.81
966,mortgage,ING Australia,2026-02-02,debit,2,3668.67,1834.34
967,mortgage,ING Australia,2026-02-03,credit,1,505.4,505.4
968,mortgage,ING Australia,2026-02-03,debit,1,4101.52,4101.52
969,mortgage,ING Australia,2026-02-04,credit,1,2821.21,2821.21
970,mortgage,ING Australia,2026-02-04,debit,1,2905.21,2905.21
971,mortgage,ING Australia,2026-02-05,debit,2,3815.91,1907.95
972,mortgage,ING Australia,2026-02-06,credit,2,5779.15,2889.57
973,mortgage,ING Australia,2026-02-06,debit,3,10269.98,3423.33
974,mortgage,ING Australia,2026-02-07,credit,1,356.04,356.04
975,mortgage,ING Australia,2026-02-07,debit,3,10221.93,3407.31
976,mortgage,ING Australia,2026-02-08,credit,3,10174.48,3391.49
977,mortgage,ING Australia,2026-02-08,debit,1,3793.7,3793.7
978,mortgage,ING Australia,2026-02-09,debit,2,7308.97,3654.49
979,mortgage,ING Australia,2026-02-11,credit,1,1524.42,1524.42
980,mortgage,ING Australia,2026-02-11,debit,1,1885.42,1885.42
981,mortgage,ING Australia,2026-02-14,debit,4,6389.65,1597.41
982,mortgage,ING Australia,2026-02-15,credit,3,7972.48,2657.49
983,mortgage,ING Australia,2026-02-15,debit,1,1059.6,1059.6
984,mortgage,ING Australia,2026-02-16,credit,2,7536.43,3768.22
985,mortgage,ING Australia,2026-02-17,credit,2,4256.9,2128.45
986,mortgage,ING Australia,2026-02-17,debit,2,5051.31,2525.66
987,mortgage,ING Australia,2026-02-18,credit,1,3838.11,3838.11
988,mortgage,ING Australia,2026-02-18,debit,1,432.63,432.63
989,mortgage,ING Australia,2026-02-19,credit,1,2993.04,2993.04
990,mortgage,ING Australia,2026-02-19,debit,1,4246.05,4246.05
991,mortgage,ING Australia,2026-02-20,debit,1,2445.05,2445.05
992,mortgage,ING Australia,2026-02-21,credit,2,3279.45,1639.72
993,mortgage,ING Australia,2026-02-21,debit,3,3852.96,1284.32
994,mortgage,ING Australia,2026-02-22,credit,2,5736.63,2868.32
995,mortgage,ING Australia,2026-02-22,debit,1,1329.47,1329.47
996,mortgage,ING Australia,2026-02-23,credit,1,1973.46,1973.46
997,mortgage,ING Australia,2026-02-23,debit,3,10347.03,3449.01
998,mortgage,ING Australia,2026-02-24,credit,1,1409.79,1409.79
999,mortgage,ING Australia,2026-02-24,debit,1,3346.76,3346.76
1000,mortgage,ING Australia,2026-02-25,credit,1,1775.32,1775.32
1001,mortgage,ING Australia,2026-02-25,debit,2,5172.98,2586.49
1002,mortgage,ING Australia,2026-02-26,credit,1,3894.65,3894.65
1003,mortgage,ING Australia,2026-02-26,debit,1,1157.31,1157.31
1004,mortgage,ING Australia,2026-02-27,credit,2,6589.82,3294.91
1005,mortgage,ING Australia,2026-02-27,debit,1,3513.36,3513.36
1006,mortgage,ING Australia,2026-02-28,debit,1,1204.9,1204.9
1007,mortgage,ING Australia,2026-03-01,credit,1,3939.5,3939.5
1008,mortgage,ING Australia,2026-03-01,debit,1,4143.8,4143.8
1009,mortgage,ING Australia,2026-03-02,credit,1,3975.6,3975.6
1010,mortgage,ING Australia,2026-03-02,debit,3,8859.24,2953.08
1011,mortgage,ING Australia,2026-03-03,credit,1,2817.85,2817.85
1012,mortgage,ING Australia,2026-03-03,debit,1,1545.71,1545.71
1013,mortgage,ING Australia,2026-03-04,credit,1,2044.17,2044.17
1014,mortgage,ING Australia,2026-03-06,credit,1,3488.19,3488.19
1015,mortgage,ING Australia,2026-03-06,debit,1,465.71,465.71
1016,mortgage,ING Australia,2026-03-07,credit,3,7949.51,2649.84
1017,mortgage,ING Australia,2026-03-07,debit,2,6813.05,3406.53
1018,mortgage,ING Australia,2026-03-08,debit,1,3741.89,3741.89
1019,mortgage,ING Australia,2026-03-09,debit,2,4001.69,2000.84
1020,mortgage,ING Australia,2026-03-11,credit,3,8355.25,2785.08
1021,mortgage,ING Australia,2026-03-12,credit,1,1351.96,1351.96
1022,mortgage,ING Australia,2026-03-12,debit,1,702.76,702.76
1023,mortgage,ING Australia,2026-03-13,credit,2,4859.41,2429.7
1024,mortgage,ING Australia,2026-03-13,debit,4,9122.94,2280.73
1025,mortgage,ING Australia,2026-03-14,credit,1,2671.79,2671.79
1026,mortgage,ING Australia,2026-03-14,debit,1,3452.66,3452.66
1027,mortgage,ING Australia,2026-03-15,credit,1,3737.33,3737.33
1028,mortgage,ING Australia,2026-03-15,debit,4,8994.08,2248.52
1029,mortgage,ING Australia,2026-03-17,credit,2,3383.68,1691.84
1030,mortgage,ING Australia,2026-03-17,debit,2,6568.78,3284.39
1031,mortgage,ING Australia,2026-03-18,debit,2,4599.58,2299.79
1032,mortgage,ING Australia,2026-03-19,credit,1,115.36,115.36
1033,mortgage,ING Australia,2026-03-20,credit,1,1357.69,1357.69
1034,mortgage,ING Australia,2026-03-21,credit,1,3933.41,3933.41
1035,mortgage,ING Australia,2026-03-22,debit,2,4139.23,2069.62
1036,mortgage,ING Australia,2026-03-23,credit,1,2266.0,2266.0
1037,mortgage,ING Australia,2026-03-23,debit,1,2376.01,2376.01
1038,mortgage,ING Australia,2026-03-24,credit,1,348.07,348.07
1039,mortgage,ING Australia,2026-03-24,debit,2,6916.0,3458.0
1040,mortgage,ING Australia,2026-03-25,debit,2,5359.15,2679.57
1041,mortgage,ING Australia,2026-03-26,credit,2,3180.06,1590.03
1042,mortgage,ING Australia,2026-03-26,debit,2,2208.02,1104.01
1043,mortgage,ING Australia,2026-03-27,credit,3,5531.92,1843.97
1044,mortgage,ING Australia,2026-03-27,debit,2,3984.5,1992.25
1045,mortgage,ING Australia,2026-03-28,credit,2,8090.86,4045.43
1046,mortgage,ING Australia,2026-03-28,debit,2,2627.19,1313.6
1047,mortgage,ING Australia,2026-03-29,debit,2,6369.09,3184.55
1048,mortgage,ING Australia,2026-03-30,credit,1,757.48,757.48
1049,mortgage,ING Australia,2026-03-30,debit,1,2625.66,2625.66
1050,mortgage,ING Australia,2026-03-31,credit,2,1215.75,607.88
1051,mortgage,ING Australia,2026-03-31,debit,2,4633.07,2316.53
1052,mortgage,ING Australia,2026-04-01,credit,1,604.32,604.32
1053,mortgage,ING Australia,2026-04-01,debit,1,2246.2,2246.2
1054,mortgage,ING Australia,2026-04-02,credit,1,833.76,833.76
1055,mortgage,ING Australia,2026-04-03,credit,3,1460.57,486.86
1056,mortgage,ING Australia,2026-04-04,debit,2,2708.3,1354.15
1057,mortgage,ING Australia,2026-04-05,credit,1,1602.72,1602.72
1058,mortgage,ING Australia,2026-04-06,debit,1,4325.67,4325.67
1059,mortgage,ING Australia,2026-04-07,credit,3,5995.98,1998.66
1060,mortgage,ING Australia,2026-04-07,debit,1,1441.94,1441.94
1061,mortgage,ING Australia,2026-04-08,credit,1,3268.68,3268.68
1062,mortgage,ING Australia,2026-04-08,debit,1,3577.35,3577.35
1063,mortgage,ING Australia,2026-04-09,credit,2,3906.49,1953.25
1064,mortgage,ING Australia,2026-04-09,debit,1,4295.2,4295.2
1065,mortgage,ING Australia,2026-04-10,credit,2,3126.32,1563.16
1066,mortgage,ING Australia,2026-04-10,debit,1,1283.49,1283.49
1067,mortgage,ING Australia,2026-04-11,debit,1,1904.6,1904.6
1068,mortgage,ING Australia,2026-04-12,credit,3,5924.77,1974.92
1069,mortgage,ING Australia,2026-04-12,debit,1,153.01,153.01
1070,mortgage,ING Australia,2026-04-13,credit,3,4240.89,1413.63
1071,mortgage,ING Australia,2026-04-13,debit,3,9972.33,3324.11
1072,mortgage,ING Australia,2026-04-14,credit,2,4096.7,2048.35
1073,mortgage,ING Australia,2026-04-14,debit,1,1079.55,1079.55
1074,mortgage,ING Australia,2026-04-15,credit,1,3070.25,3070.25
1075,mortgage,ING Australia,2026-04-16,credit,1,1027.06,1027.06
1076,mortgage,ING Australia,2026-04-17,credit,4,8665.07,2166.27
1077,mortgage,ING Australia,2026-04-17,debit,2,3214.84,1607.42
1078,mortgage,ING Australia,2026-04-18,credit,1,649.4,649.4
1079,mortgage,ING Australia,2026-04-18,debit,3,3765.22,1255.07
1080,mortgage,ING Australia,2026-04-19,debit,1,1692.78,1692.78
1081,mortgage,Macquarie Bank,2026-01-20,credit,1,3202.66,3202.66
1082,mortgage,Macquarie Bank,2026-01-20,debit,1,2231.33,2231.33
1083,mortgage,Macquarie Bank,2026-01-21,credit,1,3540.94,3540.94
1084,mortgage,Macquarie Bank,2026-01-21,debit,1,1223.09,1223.09
1085,mortgage,Macquarie Bank,2026-01-22,credit,1,855.21,855.21
1086,mortgage,Macquarie Bank,2026-01-24,credit,2,2601.98,1300.99
1087,mortgage,Macquarie Bank,2026-01-24,debit,1,1294.46,1294.46
1088,mortgage,Macquarie Bank,2026-01-25,credit,2,4756.19,2378.09
1089,mortgage,Macquarie Bank,2026-01-25,debit,1,1942.37,1942.37
1090,mortgage,Macquarie Bank,2026-01-26,credit,2,4300.47,2150.23
1091,mortgage,Macquarie Bank,2026-01-27,credit,2,3036.29,1518.14
1092,mortgage,Macquarie Bank,2026-01-27,debit,1,690.66,690.66
1093,mortgage,Macquarie Bank,2026-01-28,credit,1,839.42,839.42
1094,mortgage,Macquarie Bank,2026-01-28,debit,2,2640.43,1320.21
1095,mortgage,Macquarie Bank,2026-01-29,credit,2,3176.89,1588.44
1096,mortgage,Macquarie Bank,2026-01-29,debit,1,403.86,403.86
1097,mortgage,Macquarie Bank,2026-01-30,debit,2,3377.47,1688.74
1098,mortgage,Macquarie Bank,2026-02-01,credit,1,3291.93,3291.93
1099,mortgage,Macquarie Bank,2026-02-01,debit,1,3859.63,3859.63
1100,mortgage,Macquarie Bank,2026-02-02,credit,1,291.51,291.51
1101,mortgage,Macquarie Bank,2026-02-03,credit,1,2108.63,2108.63
1102,mortgage,Macquarie Bank,2026-02-05,credit,1,1310.93,1310.93
1103,mortgage,Macquarie Bank,2026-02-06,credit,2,589.97,294.99
1104,mortgage,Macquarie Bank,2026-02-07,credit,1,1653.98,1653.98
1105,mortgage,Macquarie Bank,2026-02-07,debit,1,3839.6,3839.6
1106,mortgage,Macquarie Bank,2026-02-08,credit,1,2406.66,2406.66
1107,mortgage,Macquarie Bank,2026-02-08,debit,1,1529.45,1529.45
1108,mortgage,Macquarie Bank,2026-02-09,credit,1,2910.16,2910.16
1109,mortgage,Macquarie Bank,2026-02-09,debit,1,1133.29,1133.29
1110,mortgage,Macquarie Bank,2026-02-10,credit,2,3239.03,1619.52
1111,mortgage,Macquarie Bank,2026-02-10,debit,3,8865.86,2955.29
1112,mortgage,Macquarie Bank,2026-02-13,credit,1,3700.88,3700.88
1113,mortgage,Macquarie Bank,2026-02-13,debit,1,2293.22,2293.22
1114,mortgage,Macquarie Bank,2026-02-14,credit,2,1594.75,797.38
1115,mortgage,Macquarie Bank,2026-02-15,credit,2,4286.89,2143.45
1116,mortgage,Macquarie Bank,2026-02-15,debit,3,9175.53,3058.51
1117,mortgage,Macquarie Bank,2026-02-16,credit,1,2656.68,2656.68
1118,mortgage,Macquarie Bank,2026-02-17,credit,2,2801.24,1400.62
1119,mortgage,Macquarie Bank,2026-02-17,debit,1,176.68,176.68
1120,mortgage,Macquarie Bank,2026-02-18,debit,1,474.0,474.0
1121,mortgage,Macquarie Bank,2026-02-19,credit,1,2589.79,2589.79
1122,mortgage,Macquarie Bank,2026-02-20,debit,1,2165.97,2165.97
1123,mortgage,Macquarie Bank,2026-02-21,credit,1,3008.1,3008.1
1124,mortgage,Macquarie Bank,2026-02-21,debit,1,3605.68,3605.68
1125,mortgage,Macquarie Bank,2026-02-23,debit,1,1662.45,1662.45
1126,mortgage,Macquarie Bank,2026-02-24,credit,1,3169.16,3169.16
1127,mortgage,Macquarie Bank,2026-02-25,credit,2,4005.8,2002.9
1128,mortgage,Macquarie Bank,2026-02-25,debit,4,11104.84,2776.21
1129,mortgage,Macquarie Bank,2026-02-26,debit,2,5802.07,2901.03
1130,mortgage,Macquarie Bank,2026-02-28,credit,1,230.57,230.57
1131,mortgage,Macquarie Bank,2026-02-28,debit,1,1023.23,1023.23
1132,mortgage,Macquarie Bank,2026-03-01,credit,1,3172.13,3172.13
1133,mortgage,Macquarie Bank,2026-03-03,credit,1,3638.3,3638.3
1134,mortgage,Macquarie Bank,2026-03-04,credit,2,6658.62,3329.31
1135,mortgage,Macquarie Bank,2026-03-04,debit,2,6838.58,3419.29
1136,mortgage,Macquarie Bank,2026-03-05,credit,2,3858.31,1929.15
1137,mortgage,Macquarie Bank,2026-03-06,credit,2,2620.92,1310.46
1138,mortgage,Macquarie Bank,2026-03-06,debit,1,1222.72,1222.72
1139,mortgage,Macquarie Bank,2026-03-07,credit,1,1200.6,1200.6
1140,mortgage,Macquarie Bank,2026-03-08,credit,3,9335.43,3111.81
1141,mortgage,Macquarie Bank,2026-03-09,credit,1,53.36,53.36
1142,mortgage,Macquarie Bank,2026-03-09,debit,1,1746.49,1746.49
1143,mortgage,Macquarie Bank,2026-03-10,debit,1,431.58,431.58
1144,mortgage,Macquarie Bank,2026-03-11,credit,1,2805.18,2805.18
1145,mortgage,Macquarie Bank,2026-03-11,debit,2,3955.96,1977.98
1146,mortgage,Macquarie Bank,2026-03-12,debit,1,4411.55,4411.55
1147,mortgage,Macquarie Bank,2026-03-13,debit,1,3039.25,3039.25
1148,mortgage,Macquarie Bank,2026-03-14,debit,2,6528.12,3264.06
1149,mortgage,Macquarie Bank,2026-03-16,credit,1,1597.08,1597.08
1150,mortgage,Macquarie Bank,2026-03-16,debit,2,4396.71,2198.36
1151,mortgage,Macquarie Bank,2026-03-17,credit,1,1161.17,1161.17
1152,mortgage,Macquarie Bank,2026-03-17,debit,2,4576.37,2288.18
1153,mortgage,Macquarie Bank,2026-03-18,credit,3,6671.25,2223.75
1154,mortgage,Macquarie Bank,2026-03-19,credit,1,1321.69,1321.69
1155,mortgage,Macquarie Bank,2026-03-19,debit,2,5326.09,2663.05
1156,mortgage,Macquarie Bank,2026-03-20,debit,1,1177.1,1177.1
1157,mortgage,Macquarie Bank,2026-03-21,debit,3,5364.82,1788.27
1158,mortgage,Macquarie Bank,2026-03-22,credit,1,680.88,680.88
1159,mortgage,Macquarie Bank,2026-03-22,debit,2,1609.71,804.86
1160,mortgage,Macquarie Bank,2026-03-23,credit,3,6335.59,2111.86
1161,mortgage,Macquarie Bank,2026-03-23,debit,1,4099.82,4099.82
1162,mortgage,Macquarie Bank,2026-03-24,debit,2,3591.85,1795.92
1163,mortgage,Macquarie Bank,2026-03-25,credit,2,1739.38,869.69
1164,mortgage,Macquarie Bank,2026-03-25,debit,1,2331.52,2331.52
1165,mortgage,Macquarie Bank,2026-03-27,debit,2,6339.45,3169.72
1166,mortgage,Macquarie Bank,2026-03-28,credit,2,1792.62,896.31
1167,mortgage,Macquarie Bank,2026-03-29,credit,1,2133.39,2133.39
1168,mortgage,Macquarie Bank,2026-03-30,credit,1,4200.94,4200.94
1169,mortgage,Macquarie Bank,2026-03-30,debit,1,2884.73,2884.73
1170,mortgage,Macquarie Bank,2026-04-01,credit,3,8380.06,2793.35
1171,mortgage,Macquarie Bank,2026-04-02,credit,1,4421.37,4421.37
1172,mortgage,Macquarie Bank,2026-04-02,debit,1,198.58,198.58
1173,mortgage,Macquarie Bank,2026-04-03,credit,1,894.09,894.09
1174,mortgage,Macquarie Bank,2026-04-04,debit,2,4517.58,2258.79
1175,mortgage,Macquarie Bank,2026-04-06,credit,1,3924.71,3924.71
1176,mortgage,Macquarie Bank,2026-04-07,credit,1,3074.84,3074.84
1177,mortgage,Macquarie Bank,2026-04-08,debit,1,1127.88,1127.88
1178,mortgage,Macquarie Bank,2026-04-09,credit,1,4148.07,4148.07
1179,mortgage,Macquarie Bank,2026-04-10,credit,2,6010.33,3005.16
1180,mortgage,Macquarie Bank,2026-04-11,credit,1,3883.01,3883.01
1181,mortgage,Macquarie Bank,2026-04-11,debit,1,1642.0,1642.0
1182,mortgage,Macquarie Bank,2026-04-13,credit,1,1695.55,1695.55
1183,mortgage,Macquarie Bank,2026-04-13,debit,2,6417.83,3208.91
1184,mortgage,Macquarie Bank,2026-04-14,credit,2,8134.86,4067.43
1185,mortgage,Macquarie Bank,2026-04-14,debit,2,2764.13,1382.07
1186,mortgage,Macquarie Bank,2026-04-15,credit,1,2440.74,2440.74
1187,mortgage,Macquarie Bank,2026-04-16,credit,1,2314.63,2314.63
1188,mortgage,Macquarie Bank,2026-04-16,debit,3,5032.11,1677.37
1189,mortgage,Macquarie Bank,2026-04-17,credit,1,848.74,848.74
1190,mortgage,Macquarie Bank,2026-04-18,credit,1,3824.16,3824.16
1191,mortgage,Macquarie Bank,2026-04-18,debit,3,9671.76,3223.92
